Title,Latitude,Longitude
Coffee_Break,10.052169903978637,76.70572179535563
Waterfall,10.05383046687687,76.8293593972111
Hotel,10.030079144209028,77.0458523880862
Photo_Break,10.105740538844124,77.11756205488457
Mattupetty_Dam,10.106129051233347,77.12482939906707
Echo_Point,10.12203012016056,77.15227151450368
Eravikulum_National_Park,10.135928941659966,77.0597189683753
